pkgname,pkgbase,repo,arch,pkgver,pkgrel,epoch,pkgdesc,url,filename,compressed_size,installed_size,build_date,last_update,flag_date,packager
"age","age","extra","x86_64","1.2.0","1","0","A simple, modern and secure file encryption tool","https://github.com/FiloSottile/age","age-1.2.0-1-x86_64.pkg.tar.zst","1561365","5484011","2024-06-16T20:19:45Z","2024-06-16T20:21:38.843Z","null","alerque"
"agordejo","agordejo","extra","any","0.4.2","2","0","A music production session manager","https://www.laborejo.org/agordejo/","agordejo-0.4.2-2-any.pkg.tar.zst","216009","968174","2024-07-11T22:10:16Z","2024-07-11T22:13:04.576Z","null","blakkheim"
"aha","aha","extra","x86_64","0.5.1","3","0","Ansi HTML Adapter: convert ANSI escape sequences to HTML","https://github.com/theZiz/aha","aha-0.5.1-3-x86_64.pkg.tar.zst","14322","36554","2024-07-01T13:57:26Z","2024-07-01T13:59:21.930Z","null","arojas"
"aichat","aichat","extra","x86_64","0.23.0","1","0","All-in-one AI CLI tool featuring Chat-REPL, Shell Assistant, RAG, AI tools & agents","https://github.com/sigoden/aichat","aichat-0.23.0-1-x86_64.pkg.tar.zst","4393171","11348201","2024-10-26T08:05:29Z","2024-11-01T09:14:48.543Z","null","carsme"
"aida-x-clap","aida-x","extra","x86_64","1.1.0","1","0","An Amp Model Player leveraging AI - CLAP plugin","https://github.com/AidaDSP/AIDA-X","aida-x-clap-1.1.0-1-x86_64.pkg.tar.zst","989721","2492904","2024-02-01T14:11:13Z","2024-02-01T14:15:46.607Z","null","dvzrv"
"aida-x-lv2","aida-x","extra","x86_64","1.1.0","1","0","An Amp Model Player leveraging AI - LV2 plugin","https://github.com/AidaDSP/AIDA-X","aida-x-lv2-1.1.0-1-x86_64.pkg.tar.zst","1000419","2547934","2024-02-01T14:11:13Z","2024-02-01T14:15:47.097Z","null","dvzrv"
"aida-x-standalone","aida-x","extra","x86_64","1.1.0","1","0","An Amp Model Player leveraging AI - standalone","https://github.com/AidaDSP/AIDA-X","aida-x-standalone-1.1.0-1-x86_64.pkg.tar.zst","1013568","2572160","2024-02-01T14:11:13Z","2024-02-01T14:15:47.582Z","null","dvzrv"
"aida-x-vst","aida-x","extra","x86_64","1.1.0","1","0","An Amp Model Player leveraging AI - VST plugin","https://github.com/AidaDSP/AIDA-X","aida-x-vst-1.1.0-1-x86_64.pkg.tar.zst","989718","2484592","2024-02-01T14:11:13Z","2024-02-01T14:15:48.041Z","null","dvzrv"
"aida-x-vst3","aida-x","extra","x86_64","1.1.0","1","0","An Amp Model Player leveraging AI - VST3 plugin","https://github.com/AidaDSP/AIDA-X","aida-x-vst3-1.1.0-1-x86_64.pkg.tar.zst","1009885","2541960","2024-02-01T14:11:13Z","2024-02-01T14:15:48.517Z","null","dvzrv"
"aida-x","aida-x","extra","x86_64","1.1.0","1","0","An Amp Model Player leveraging AI","https://github.com/AidaDSP/AIDA-X","aida-x-1.1.0-1-x86_64.pkg.tar.zst","2483","0","2024-02-01T14:11:13Z","2024-02-01T14:15:46.179Z","null","dvzrv"
"aircrack-ng","aircrack-ng","extra","x86_64","1.7","4","0","Key cracker for the 802.11 WEP and WPA-PSK protocols","https://www.aircrack-ng.org","aircrack-ng-1.7-4-x86_64.pkg.tar.zst","529784","1734834","2024-04-06T19:12:55Z","2024-04-27T09:57:48.731Z","null","arojas"
"airspy","airspy","extra","x86_64","1.0.10","3","0","Host code for Airspy SDR","https://www.airspy.com","airspy-1.0.10-3-x86_64.pkg.tar.zst","43279","192810","2024-10-26T10:40:20Z","2024-11-01T09:14:49.015Z","null","carsme"
"aisleriot","aisleriot","extra","x86_64","3.22.33","1","0","A collection of patience games written in guile scheme","https://wiki.gnome.org/Apps/Aisleriot","aisleriot-3.22.33-1-x86_64.pkg.tar.zst","9294180","25339237","2024-07-21T00:27:24Z","2024-07-21T00:31:21.183Z","null","heftig"
"aj-snapshot","aj-snapshot","extra","x86_64","0.9.9","3","0","Command line utility to store/restore ALSA and/or JACK connections to/from an XML file","http://aj-snapshot.sourceforge.net/","aj-snapshot-0.9.9-3-x86_64.pkg.tar.zst","17220","40191","2024-07-11T22:11:13Z","2024-07-11T22:13:05.527Z","null","blakkheim"
"akonadi-calendar-tools","akonadi-calendar-tools","extra","x86_64","24.08.3","1","0","CLI tools to manage akonadi calendars","https://kontact.kde.org","akonadi-calendar-tools-24.08.3-1-x86_64.pkg.tar.zst","425997","1578855","2024-11-05T15:11:37Z","2024-11-07T13:57:11.426Z","null","arojas"
"akonadi-calendar","akonadi-calendar","extra","x86_64","24.08.3","1","0","Akonadi calendar integration","https://kontact.kde.org","akonadi-calendar-24.08.3-1-x86_64.pkg.tar.zst","1107930","4266637","2024-11-05T13:19:20Z","2024-11-07T13:57:10.923Z","null","arojas"
"akonadi-contacts","akonadi-contacts","extra","x86_64","24.08.3","1","0","Libraries and daemons to implement Contact Management in Akonadi","https://kontact.kde.org","akonadi-contacts-24.08.3-1-x86_64.pkg.tar.zst","1040101","3672995","2024-11-05T13:12:30Z","2024-11-07T13:57:11.941Z","null","arojas"
"akonadi-contacts5","akonadi-contacts5","extra","x86_64","23.08.5","2","0","Libraries and daemons to implement Contact Management in Akonadi","https://kontact.kde.org","akonadi-contacts5-23.08.5-2-x86_64.pkg.tar.zst","372865","1348714","2024-02-22T15:44:37Z","2024-03-06T15:01:13.042Z","null","arojas"
"akonadi-import-wizard","akonadi-import-wizard","extra","x86_64","24.08.3","1","0","Import data from other mail clients to KMail","https://kontact.kde.org","akonadi-import-wizard-24.08.3-1-x86_64.pkg.tar.zst","724605","1924959","2024-11-05T13:28:25Z","2024-11-07T13:57:12.445Z","null","arojas"
"akonadi-mime","akonadi-mime","extra","x86_64","24.08.3","1","0","Libraries and daemons to implement basic email handling","https://kontact.kde.org","akonadi-mime-24.08.3-1-x86_64.pkg.tar.zst","609944","1888655","2024-11-05T13:08:03Z","2024-11-07T13:57:12.964Z","null","arojas"
"akonadi-notes","akonadi-notes","extra","x86_64","24.08.3","1","0","Libraries and daemons to implement management of notes in Akonadi","https://kontact.kde.org","akonadi-notes-24.08.3-1-x86_64.pkg.tar.zst","157363","321061","2024-11-05T13:13:30Z","2024-11-07T13:57:13.459Z","null","arojas"
"akonadi-search","akonadi-search","extra","x86_64","24.08.3","1","0","Libraries and daemons to implement searching in Akonadi","https://kontact.kde.org","akonadi-search-24.08.3-1-x86_64.pkg.tar.zst","1046013","3524312","2024-11-05T13:13:56Z","2024-11-07T13:57:13.949Z","null","arojas"
"akonadi","akonadi","extra","x86_64","24.08.3","1","0","PIM layer, which provides an asynchronous API to access all kind of PIM data","https://kontact.kde.org","akonadi-24.08.3-1-x86_64.pkg.tar.zst","1285688","4965920","2024-11-05T13:05:15Z","2024-11-07T13:57:10.452Z","null","arojas"
"akonadiconsole","akonadiconsole","extra","x86_64","24.08.3","1","0","Akonadi management and debugging console","https://kontact.kde.org","akonadiconsole-24.08.3-1-x86_64.pkg.tar.zst","525660","1690828","2024-11-05T15:12:12Z","2024-11-07T13:57:14.443Z","null","arojas"
"akregator","akregator","extra","x86_64","24.08.3","1","0","A Feed Reader by KDE","https://apps.kde.org/akregator/","akregator-24.08.3-1-x86_64.pkg.tar.zst","2468326","6410697","2024-11-05T15:13:03Z","2024-11-07T13:57:14.957Z","null","arojas"
"alacarte","alacarte","extra","any","3.54.0","1","1","Menu editor for gnome","https://gitlab.gnome.org/GNOME/alacarte","alacarte-1:3.54.0-1-any.pkg.tar.zst","120206","576763","2024-10-03T15:23:07Z","2024-10-03T15:25:56.681Z","null","heftig"
"alacritty","alacritty","extra","x86_64","0.14.0","1","0","A cross-platform, GPU-accelerated terminal emulator","https://github.com/alacritty/alacritty","alacritty-0.14.0-1-x86_64.pkg.tar.zst","2654796","9021752","2024-10-22T23:24:16Z","2024-10-22T23:32:30.713Z","null","blakkheim"
"alembic","alembic","extra","x86_64","1.8.6","3","0","An open framework for storing and sharing scene data","http://www.alembic.io/","alembic-1.8.6-3-x86_64.pkg.tar.zst","855484","3452641","2024-06-22T13:43:47Z","2024-06-22T15:58:59.394Z","null","arojas"
"alertmanager","alertmanager","extra","x86_64","0.27.0","2","0","Service which handles alerts sent by client applications such as the Prometheus server","https://github.com/prometheus/alertmanager","alertmanager-0.27.0-2-x86_64.pkg.tar.zst","10828798","57084085","2024-06-18T10:05:48Z","2024-06-18T10:08:19.936Z","null","jelle"
"alex","alex","extra","x86_64","3.3.0.0","2","0","Lexical analyser generator for Haskell","https://hackage.haskell.org/package/alex","alex-3.3.0.0-2-x86_64.pkg.tar.zst","150740","853228","2024-10-21T23:56:24Z","2024-10-21T23:58:37.376Z","null","felixonmars"
"algernon","algernon","extra","x86_64","1.17.1","1","0","Web server with Lua, Markdown, QUIC, Redis and PostgreSQL support","https://algernon.roboticoverlords.org/","algernon-1.17.1-1-x86_64.pkg.tar.zst","10442139","35484439","2024-07-13T12:53:17Z","2024-07-13T13:00:20.754Z","null","arodseth"
"alglib","alglib","extra","x86_64","4.02.0","1","0","A cross-platform numerical analysis and data processing library - Free Version","http://www.alglib.net","alglib-4.02.0-1-x86_64.pkg.tar.zst","2031094","11735425","2024-09-08T11:02:06Z","2024-09-08T11:06:08.564Z","null","jlichtblau"
"algol68g-doc","algol68g","extra","x86_64","3.5.4","1","0","Algol 68 compiler and interpreter","https://jmvdveer.home.xs4all.nl/en.algol-68-genie.html","algol68g-doc-3.5.4-1-x86_64.pkg.tar.zst","3135181","4878664","2024-07-21T17:50:33Z","2024-07-21T18:24:51.368Z","null","arodseth"
"algol68g","algol68g","extra","x86_64","3.5.4","1","0","Algol 68 compiler and interpreter","https://jmvdveer.home.xs4all.nl/en.algol-68-genie.html","algol68g-3.5.4-1-x86_64.pkg.tar.zst","678256","2085524","2024-07-21T17:50:33Z","2024-07-21T18:24:50.804Z","null","arodseth"
"ali","ali","extra","x86_64","0.7.5","3","0","Generate HTTP load and plot the results in real-time","https://github.com/nakabonne/ali","ali-0.7.5-3-x86_64.pkg.tar.zst","2431473","6934743","2024-07-11T22:12:12Z","2024-07-11T22:14:25.805Z","null","blakkheim"
"alicloud-vault","alicloud-vault","extra","x86_64","1.3.4","3","0","Vault for securely storing and accessing Alibaba Cloud credentials in development environments","https://github.com/arafato/alicloud-vault","alicloud-vault-1.3.4-3-x86_64.pkg.tar.zst","3475922","12594926","2024-07-11T22:13:36Z","2024-07-11T22:16:48.681Z","null","blakkheim"
"aliki","aliki","extra","x86_64","0.3.0","4","0","Measure Impulse Responses using a sine sweep and deconvolution","https://kokkinizita.linuxaudio.org/linuxaudio/","aliki-0.3.0-4-x86_64.pkg.tar.zst","356837","486159","2024-07-11T22:15:01Z","2024-07-11T22:16:49.137Z","null","blakkheim"
"aliyun-cli","aliyun-cli","extra","x86_64","3.0.233","1","0","Alibaba Cloud CLI","https://github.com/aliyun/aliyun-cli","aliyun-cli-3.0.233-1-x86_64.pkg.tar.zst","6545074","54031534","2024-11-15T19:29:38Z","2024-11-15T19:34:53.576Z","null","orhun"
"allegro","allegro","extra","x86_64","5.2.9.1","1","0","Portable library mainly aimed at video game and multimedia programming","https://liballeg.org/","allegro-5.2.9.1-1-x86_64.pkg.tar.zst","1268328","3135526","2024-01-20T19:40:08Z","2024-01-20T19:47:22.984Z","null","arojas"
"allegro4","allegro4","extra","x86_64","4.4.3.1","4","0","Portable library aimed at video game and multimedia programming (legacy version)","https://liballeg.org/","allegro4-4.4.3.1-4-x86_64.pkg.tar.zst","822657","3209777","2024-07-04T12:10:06Z","2024-07-04T12:12:19.083Z","null","alerque"
"alligator","alligator","extra","x86_64","24.08.3","1","0","Kirigami-based RSS reader","https://apps.kde.org/alligator/","alligator-24.08.3-1-x86_64.pkg.tar.zst","175038","673200","2024-11-05T14:50:53Z","2024-11-07T13:57:15.494Z","null","arojas"
"alltray","alltray","extra","x86_64","0.7.5.1dev","8","0","Drops any app in the tray.","https://github.com/mbt/alltray","alltray-0.7.5.1dev-8-x86_64.pkg.tar.zst","78316","204714","2024-07-11T22:15:56Z","2024-07-11T22:18:53.034Z","null","blakkheim"
"allure","allure","extra","x86_64","0.11.0.0","158","0","Near-future Sci-Fi roguelike and tactical squad combat game","http://allureofthestars.com","allure-0.11.0.0-158-x86_64.pkg.tar.zst","3855789","21125031","2024-10-23T13:30:44Z","2024-10-23T17:13:35.310Z","null","felixonmars"
"almanah","almanah","extra","x86_64","0.12.3","8","0","Small GTK application to allow you to keep a diary of your life","https://wiki.gnome.org/Apps/Almanah_Diary","almanah-0.12.3-8-x86_64.pkg.tar.zst","230267","864512","2024-11-13T19:34:56Z","2024-11-13T19:43:34.130Z","null","bgyorgy"
"alot","alot","extra","any","0.11","1","0","Terminal-based MUA for the notmuch mail system","https://github.com/pazz/alot","alot-0.11-1-any.pkg.tar.zst","316089","1767543","2024-08-27T19:39:41Z","2024-09-10T07:56:38.351Z","null","artafinde"
"alpine-chroot-install","alpine-chroot-install","extra","any","0.14.0","4","0","Install Alpine Linux in chroot with a breeze","https://github.com/alpinelinux/alpine-chroot-install","alpine-chroot-install-0.14.0-4-any.pkg.tar.zst","15820","25053","2024-07-11T22:17:11Z","2024-07-11T22:18:52.136Z","null","blakkheim"
"alpine-keyring","alpine-keyring","extra","any","2.5","1","0","Public keys for Alpine Linux packages","https://git.alpinelinux.org/aports/tree/main/alpine-keys","alpine-keyring-2.5-1-any.pkg.tar.zst","11831","11259","2024-10-12T11:21:29Z","2024-10-12T11:23:26.074Z","null","Antiz"
"alsa-card-profiles","pipewire","extra","x86_64","1.2.6","1","1","Low-latency audio/video router and processor - ALSA card profiles","https://pipewire.org","alsa-card-profiles-1:1.2.6-1-x86_64.pkg.tar.zst","27686","194626","2024-10-23T13:11:39Z","2024-10-24T12:41:55.644Z","null","heftig"
"alsa-firmware","alsa-firmware","extra","any","1.2.4","4","0","Firmware binaries for loader programs in alsa-tools and hotplug firmware loader","https://alsa-project.org/","alsa-firmware-1.2.4-4-any.pkg.tar.zst","3453461","14803366","2024-07-11T22:17:54Z","2024-07-11T22:24:29.024Z","null","blakkheim"
"alsa-lib","alsa-lib","extra","x86_64","1.2.12","1","0","An alternative implementation of Linux sound support","https://www.alsa-project.org","alsa-lib-1.2.12-1-x86_64.pkg.tar.zst","493936","1713570","2024-06-12T20:29:23Z","2024-06-14T19:09:06.160Z","2024-11-12T14:52:43.655Z","dvzrv"
"alsa-oss","alsa-oss","extra","x86_64","1.1.8","6","0","OSS compatibility library","https://www.alsa-project.org","alsa-oss-1.1.8-6-x86_64.pkg.tar.zst","30998","87139","2024-07-11T22:19:18Z","2024-07-11T22:24:30.734Z","null","blakkheim"
"alsa-plugins","alsa-plugins","extra","x86_64","1.2.12","4","1","Additional ALSA plugins","https://www.alsa-project.org","alsa-plugins-1:1.2.12-4-x86_64.pkg.tar.zst","87904","398046","2024-10-10T14:04:58Z","2024-11-07T20:01:08.161Z","null","dvzrv"
"alsa-scarlett-gui","alsa-scarlett-gui","extra","x86_64","0.4.0","2","0","GUI for the ALSA controls presented by the Focusrite Scarlett Gen 2/3 mixer driver","https://github.com/geoffreybennett/alsa-scarlett-gui","alsa-scarlett-gui-0.4.0-2-x86_64.pkg.tar.zst","3229548","4571007","2024-05-06T05:41:19Z","2024-05-06T05:44:26.913Z","null","polyzen"
"alsa-tools","alsa-tools","extra","x86_64","1.2.11","1","0","Advanced tools for certain sound cards","https://alsa-project.org/","alsa-tools-1.2.11-1-x86_64.pkg.tar.zst","395749","1493603","2024-02-01T13:11:33Z","2024-02-06T13:09:15.565Z","null","dvzrv"
"alsa-topology-conf","alsa-topology-conf","extra","any","1.2.5.1","4","0","ALSA topology configuration files","https://alsa-project.org/","alsa-topology-conf-1.2.5.1-4-any.pkg.tar.zst","13830","343788","2024-07-11T22:20:21Z","2024-07-11T22:24:29.472Z","null","blakkheim"
"alsa-ucm-conf","alsa-ucm-conf","extra","any","1.2.12","1","0","ALSA Use Case Manager configuration (and topologies)","https://alsa-project.org/","alsa-ucm-conf-1.2.12-1-any.pkg.tar.zst","87094","415807","2024-06-12T20:24:18Z","2024-06-12T20:28:49.690Z","2024-11-12T15:26:09.503Z","dvzrv"
"alsa-utils","alsa-utils","extra","x86_64","1.2.12","1","0","Advanced Linux Sound Architecture - Utilities","https://www.alsa-project.org","alsa-utils-1.2.12-1-x86_64.pkg.tar.zst","1219669","2481770","2024-06-12T20:50:46Z","2024-06-14T19:09:07.217Z","2024-11-12T15:28:08.772Z","dvzrv"
"alure","alure","extra","x86_64","1.2","11","0","Utility library to help manage common tasks with OpenAL applications.","https://kcat.tomasu.net/alure.html","alure-1.2-11-x86_64.pkg.tar.zst","113566","758508","2024-07-04T12:11:29Z","2024-07-04T12:13:27.749Z","null","alerque"
"amavisd-milter","amavisd-milter","extra","x86_64","1.7.2","2","0","sendmail milter for amavisd-new using the AM.PDP protocol","http://amavisd-milter.sourceforge.net/","amavisd-milter-1.7.2-2-x86_64.pkg.tar.zst","39212","85465","2024-07-11T22:21:01Z","2024-07-11T22:24:31.186Z","null","blakkheim"
"amavisd-new","amavisd-new","extra","any","2.12.2","2","0","High-performance interface between mailer (MTA) and content checkers","https://gitlab.com/amavis/amavis","amavisd-new-2.12.2-2-any.pkg.tar.zst","393864","1985200","2024-07-11T22:21:58Z","2024-07-11T22:24:29.853Z","2023-09-23T11:40:09.812Z","blakkheim"
"amb-plugins","amb-plugins","extra","x86_64","0.8.1","8","0","A set of LADSPA ambisonics plugins","https://kokkinizita.linuxaudio.org/linuxaudio/ladspa/","amb-plugins-0.8.1-8-x86_64.pkg.tar.zst","28608","127747","2024-07-11T22:38:05Z","2024-07-11T22:40:43.097Z","null","blakkheim"
"ambdec","ambdec","extra","x86_64","0.7.1","3","0","An Ambisonic decoder for first and second order","https://kokkinizita.linuxaudio.org/linuxaudio/downloads/index.html","ambdec-0.7.1-3-x86_64.pkg.tar.zst","63586","355556","2024-07-11T22:22:43Z","2024-07-11T22:24:31.595Z","null","blakkheim"
"amberol","amberol","extra","x86_64","2024.2","1","0","Small and simple sound and music player that is well integrated with GNOME","https://apps.gnome.org/Amberol/","amberol-2024.2-1-x86_64.pkg.tar.zst","1959216","6374254","2024-10-26T16:13:10Z","2024-10-26T16:18:55.511Z","null","bgyorgy"
"ambix-lv2","ambix","extra","x86_64","0.2.10","5","0","Ambisonic plug-ins with variable order for use in Digital Audio Workstations - LV2 plugins","https://github.com/kronihias/ambix","ambix-lv2-0.2.10-5-x86_64.pkg.tar.zst","10074553","90864474","2024-07-11T22:23:41Z","2024-07-11T22:40:43.917Z","null","blakkheim"
"ambix-standalone","ambix","extra","x86_64","0.2.10","5","0","Ambisonic plug-ins with variable order for use in Digital Audio Workstations - standalone","https://github.com/kronihias/ambix","ambix-standalone-0.2.10-5-x86_64.pkg.tar.zst","6828615","70890428","2024-07-11T22:23:41Z","2024-07-11T22:40:44.363Z","null","blakkheim"
